#     FILENAME=Skynet_61090_GLONG_7_145842_96206.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_7_145842_96206
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_7_145842
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_7_145842/Cyb
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_7
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T11:01:04.000
#        OBSID=145842
#      SCANNUM=96206
#          MJD=61090.4590741
#          UTC=39664
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=35.16
#     EXPOSURE=29.26
#        FOCUS=37.137
#       RA,DEC=18:01:34.58, -22:54:14.20
#      RA(deg)=270.35715
#     DEC(deg)=-22.90435
#   WIDTH(deg)=0.0097x0.0008
#    AZIM(deg)=144.4484
#    ELEV(deg)=19.9124
#     COORDREF=LNG_LAT
#         HREF=7.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.2, 0.48] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=54 
#      BOXTEMP=6 
#         TSYS=XX1:79.76, YY1:96.97
#         TSYS=XX2:69.07, YY2:103.26
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      38.8999      44.0489    1413.29430      34.1889      60.3626
   1428.90404      38.9961      44.2441    1413.27904      34.3019      60.5606
   1428.88878      39.3590      44.3157    1413.26378      34.3799      60.8376
   1428.87353      39.4846      44.6669    1413.24853      34.3658      61.1377
   1428.85827      39.7947      44.7780    1413.23327      34.5769      61.4516
   1428.84301      39.9234      45.0359    1413.21801      34.6756      61.5507
   1428.82775      40.1500      45.0172    1413.20275      34.7482      61.8034
   1428.81249      40.3447      45.1743    1413.18749      34.9868      62.2265
   1428.79723      40.5885      45.4778    1413.17223      34.9509      62.4189
   1428.78197      40.8693      45.6172    1413.15697      35.1846      62.7761
   1428.76671      41.0063      45.7664    1413.14171      35.1638      63.1394
   1428.75146      41.2050      45.9548    1413.12646      35.3498      63.1956
   1428.73620      41.5810      46.2163    1413.11120      35.4869      63.7250
   1428.72094      41.7550      46.4440    1413.09594      35.5542      64.1307
   1428.70568      42.0555      46.5972    1413.08068      35.6457      64.2539
   1428.69042      42.2218      46.8992    1413.06542      35.8307      64.6642
   1428.67516      42.5649      47.1082    1413.05016      36.0603      65.0197
   1428.65990      42.7252      47.3011    1413.03490      36.0816      65.2777
   1428.64464      42.9183      47.5183    1413.01964      36.1785      65.5431
   1428.62938      43.0945      47.8349    1413.00438      36.3129      65.9864
   1428.61413      43.6342      47.9378    1412.98913      36.5743      66.3503
   1428.59887      43.5706      48.2080    1412.97387      36.6604      66.7907
   1428.58361      43.9344      48.4582    1412.95861      36.7131      67.0467
   1428.56835      44.2206      48.8031    1412.94335      36.8486      67.4770
   1428.55309      44.4644      48.9507    1412.92809      37.1045      67.6529
   1428.53783      44.7898      49.2352    1412.91283      37.2065      68.0975
   1428.52257      44.8885      49.4931    1412.89757      37.4509      68.4973
   1428.50731      45.3285      49.6368    1412.88231      37.6794      69.1349
   1428.49206      45.5709      49.8303    1412.86706      37.7970      69.2270
   1428.47680      45.8815      50.3079    1412.85180      37.7745      69.8039
   1428.46154      46.0297      50.3553    1412.83654      38.1462      69.9511
   1428.44628      46.2454      50.7394    1412.82128      38.2545      70.4987
   1428.43102      46.5302      50.9421    1412.80602      38.4897      71.1327
   1428.41576      46.9299      51.3458    1412.79076      38.6656      71.3423
