#     FILENAME=Skynet_61090_GLONG-35_145790_96155.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG-35_145790_96155
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG-35_145790
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG-35_145790/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG-35
#     OBSERVER=davy_ball_74442
#     DATE_OBS=2026-02-19T09:56:40.000
#        OBSID=145790
#      SCANNUM=96155
#          MJD=61090.4143519
#          UTC=35800
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=39.73
#     EXPOSURE=31.41
#        FOCUS=37.071
#       RA,DEC=18:55:21.55, 01:50:26.09
#      RA(deg)=283.80596
#     DEC(deg)=1.84047
#   WIDTH(deg)=0.0735x0.0013
#    AZIM(deg)=103.9078
#    ELEV(deg)=20.1534
#     COORDREF=LNG_LAT
#         HREF=35.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.19, 0.35] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=44 
#      BOXTEMP=6 
#         TSYS=XX1:67.73, YY1:88.28
#         TSYS=XX2:57.88, YY2:93.28
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      32.3646      39.5506    1413.29430      28.5927      54.0846
   1428.90404      32.4674      39.7857    1413.27904      28.7158      54.4576
   1428.88878      32.7417      39.9784    1413.26378      28.7248      54.6329
   1428.87353      32.8779      40.0829    1413.24853      28.7326      54.8846
   1428.85827      33.0441      40.1556    1413.23327      28.8607      55.1933
   1428.84301      33.2728      40.4421    1413.21801      29.0050      55.2527
   1428.82775      33.4336      40.5783    1413.20275      29.0905      55.6425
   1428.81249      33.6373      40.7054    1413.18749      29.1004      55.8289
   1428.79723      33.7156      40.9007    1413.17223      29.3227      56.0868
   1428.78197      34.0060      41.1229    1413.15697      29.4008      56.4590
   1428.76671      34.1738      41.2564    1413.14171      29.4062      56.7471
   1428.75146      34.4855      41.3485    1413.12646      29.5450      56.8974
   1428.73620      34.5913      41.5465    1413.11120      29.6490      57.0383
   1428.72094      34.7650      41.7192    1413.09594      29.7409      57.4518
   1428.70568      34.8933      41.9853    1413.08068      29.8010      57.7465
   1428.69042      35.1849      42.2806    1413.06542      30.0181      58.0853
   1428.67516      35.3632      42.3743    1413.05016      30.0131      58.2638
   1428.65990      35.4479      42.5420    1413.03490      30.2263      58.5878
   1428.64464      35.7497      42.8651    1413.01964      30.3607      58.7999
   1428.62938      36.0002      43.0593    1413.00438      30.4484      59.2910
   1428.61413      36.1608      43.2556    1412.98913      30.5580      59.5418
   1428.59887      36.4659      43.4824    1412.97387      30.7314      59.8084
   1428.58361      36.6886      43.6690    1412.95861      30.7970      60.1668
   1428.56835      36.8452      43.7805    1412.94335      31.0205      60.5210
   1428.55309      36.9626      44.1006    1412.92809      31.1933      61.1949
   1428.53783      37.2721      44.2631    1412.91283      31.3006      61.2114
   1428.52257      37.4844      44.4451    1412.89757      31.3852      61.4885
   1428.50731      37.6676      44.7779    1412.88231      31.5382      61.7949
   1428.49206      37.9043      44.9420    1412.86706      31.6563      62.3258
   1428.47680      38.1457      45.1889    1412.85180      31.7576      62.4522
   1428.46154      38.3040      45.4217    1412.83654      31.8779      62.8228
   1428.44628      38.6009      45.7249    1412.82128      32.0802      63.5019
   1428.43102      38.9057      45.8748    1412.80602      32.2090      63.6998
   1428.41576      38.9916      46.1068    1412.79076      32.4157      63.9806
   1428.40050      39.2618      46.3156    1412.77550      32.5250      64.4622
