#     FILENAME=Skynet_61090_GLong_73_145797_96196.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLong_73_145797_96196
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLong_73_145797
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLong_73_145797/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLong_73
#     OBSERVER=katerickels_69750
#     DATE_OBS=2026-02-19T10:44:17.000
#        OBSID=145797
#      SCANNUM=96196
#          MJD=61090.447419
#          UTC=38657
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=35.70
#     EXPOSURE=29.26
#        FOCUS=37.071
#       RA,DEC=20:15:30.76, 34:57:06.74
#      RA(deg)=303.84259
#     DEC(deg)=34.95154
#   WIDTH(deg)=0.0086x0.0012
#    AZIM(deg)=68.3101
#    ELEV(deg)=32.5706
#     COORDREF=LNG_LAT
#         HREF=73.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=4.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.24, 0.44] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=53 
#      BOXTEMP=6 
#         TSYS=XX1:48.71, YY1:73.00
#         TSYS=XX2:41.75, YY2:76.88
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      23.3974      33.4474    1413.29430      20.0275      44.8093
   1428.90404      23.4819      33.6482    1413.27904      20.0309      44.8686
   1428.88878      23.6170      33.7615    1413.26378      20.1491      45.0749
   1428.87353      23.6728      33.8061    1413.24853      20.1503      45.2618
   1428.85827      23.8216      33.9371    1413.23327      20.2276      45.3931
   1428.84301      23.9512      34.1038    1413.21801      20.3120      45.6950
   1428.82775      24.1083      34.3361    1413.20275      20.3416      45.8857
   1428.81249      24.2403      34.4509    1413.18749      20.4375      46.1297
   1428.79723      24.4124      34.6883    1413.17223      20.4985      46.3978
   1428.78197      24.5338      34.7129    1413.15697      20.5281      46.5432
   1428.76671      24.6981      34.9308    1413.14171      20.6558      46.7141
   1428.75146      24.8333      34.9711    1413.12646      20.6409      47.0374
   1428.73620      24.9790      35.2012    1413.11120      20.7998      47.3566
   1428.72094      25.1425      35.2433    1413.09594      20.8858      47.3945
   1428.70568      25.2059      35.4795    1413.08068      20.9165      47.6548
   1428.69042      25.4573      35.6002    1413.06542      20.9736      48.0462
   1428.67516      25.6230      35.8934    1413.05016      21.1596      48.1850
   1428.65990      25.6859      35.9984    1413.03490      21.2190      48.4532
   1428.64464      25.9819      36.2802    1413.01964      21.3111      48.7103
   1428.62938      26.0945      36.4199    1413.00438      21.3444      48.8873
   1428.61413      26.2407      36.6494    1412.98913      21.4768      49.3094
   1428.59887      26.4781      36.7448    1412.97387      21.5314      49.6413
   1428.58361      26.6224      36.8631    1412.95861      21.6933      49.8571
   1428.56835      26.8508      37.1085    1412.94335      21.8124      49.9851
   1428.55309      26.9698      37.3464    1412.92809      21.8166      50.4223
   1428.53783      27.0123      37.3562    1412.91283      21.9471      50.6959
   1428.52257      27.3234      37.5983    1412.89757      22.0061      51.0029
   1428.50731      27.3943      37.8909    1412.88231      22.1008      51.2494
   1428.49206      27.6030      38.1143    1412.86706      22.2606      51.5053
   1428.47680      27.7225      38.2718    1412.85180      22.3387      51.9380
   1428.46154      27.9408      38.5714    1412.83654      22.4385      52.2027
   1428.44628      28.1653      38.7860    1412.82128      22.6000      52.4680
   1428.43102      28.3133      38.8111    1412.80602      22.7454      52.8504
   1428.41576      28.4848      39.0253    1412.79076      22.7579      53.0313
   1428.40050      28.6190      39.4038    1412.77550      22.8423      53.2961
   1428.38524      28.7405      39.5136    1412.76024      22.9377      53.5920
   1428.36999      28.9255      39.5531    1412.74499      23.0957      54.0422
   1428.35473      29.2063      39.8655    1412.72973      23.1943      54.4838
   1428.33947      29.2903      40.1722    1412.71447      23.2752      54.6188
   1428.32421      29.4443      40.3295    1412.69921      23.4410      54.9319
   1428.30895      29.6963      40.5593    1412.68395      23.6033      55.3788
   1428.29369      29.7829      40.8553    1412.66869      23.6516      55.6379
   1428.27843      30.0186      40.9412    1412.65343      23.8490      55.9698
   1428.26317      30.2277      41.2653    1412.63817      23.9210      56.3075
   1428.24792      30.3881      41.4106    1412.62292      24.1117      56.7762
   1428.23266      30.4968      41.5743    1412.60766      24.1805      56.9997
   1428.21740      30.7068      41.7792    1412.59240      24.2804      57.1029
   1428.20214      30.9375      42.0164    1412.57714      24.4481      57.8394
   1428.18688      31.0735      42.2363    1412.56188      24.5259      57.9757
   1428.17162      31.3082      42.5514    1412.54662      24.5994      58.2375
