#     FILENAME=Skynet_61089_GLong_80_145809_96108.A.spect.cal.txt
#     BASENAME=Skynet_61089_GLong_80_145809_96108
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61089_GLong_80_145809
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61089_GLong_80_145809/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLong_80
#     OBSERVER=katerickels_69750
#     DATE_OBS=2026-02-18T22:10:01.000
#        OBSID=145809
#      SCANNUM=96108
#          MJD=61089.9236227
#          UTC=79801
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=39.73
#     EXPOSURE=31.14
#        FOCUS=37.071
#       RA,DEC=20:36:03.22, 40:39:49.83
#      RA(deg)=308.97458
#     DEC(deg)=40.66362
#   WIDTH(deg)=0.0614x0.0031
#    AZIM(deg)=304.5491
#    ELEV(deg)=22.2446
#     COORDREF=LNG_LAT
#         HREF=80.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=5.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.04, 0.41] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=25 
#      BOXTEMP=14 
#         TSYS=XX1:73.58, YY1:96.69
#         TSYS=XX2:64.34, YY2:102.14
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      35.4948      43.5521    1413.29430      31.8034      58.4000
   1428.90404      35.7510      43.8094    1413.27904      31.8470      58.7058
   1428.88878      35.9741      43.9818    1413.26378      31.9209      58.7709
   1428.87353      36.1004      44.0671    1413.24853      32.0962      59.0558
   1428.85827      36.2857      44.2714    1413.23327      32.2547      59.3645
   1428.84301      36.4488      44.5949    1413.21801      32.2778      59.6478
   1428.82775      36.7108      44.6685    1413.20275      32.4318      59.6400
   1428.81249      36.9648      44.8520    1413.18749      32.5485      59.9693
   1428.79723      37.0625      45.0433    1413.17223      32.6441      60.3623
   1428.78197      37.2303      45.2253    1413.15697      32.8516      60.5969
   1428.76671      37.5159      45.3764    1413.14171      32.8949      61.0421
   1428.75146      37.7348      45.6510    1413.12646      33.0153      61.1138
   1428.73620      37.8260      45.8923    1413.11120      33.0763      61.4497
   1428.72094      38.0722      46.0211    1413.09594      33.3450      61.9843
   1428.70568      38.2426      46.1461    1413.08068      33.3902      62.1242
   1428.69042      38.5400      46.5243    1413.06542      33.6064      62.6310
   1428.67516      38.8223      46.6625    1413.05016      33.6636      62.9292
   1428.65990      39.0672      46.9094    1413.03490      33.8293      63.0913
   1428.64464      39.3227      47.1928    1413.01964      34.0565      63.3669
   1428.62938      39.4226      47.3863    1413.00438      34.0715      63.9137
   1428.61413      39.5941      47.7336    1412.98913      34.2023      64.0395
   1428.59887      39.9931      47.8498    1412.97387      34.4753      64.4025
   1428.58361      40.1032      48.0665    1412.95861      34.5389      65.0574
   1428.56835      40.4105      48.2762    1412.94335      34.7712      65.0835
   1428.55309      40.5595      48.6258    1412.92809      34.9179      65.4921
   1428.53783      40.7999      48.8290    1412.91283      35.0258      66.0635
   1428.52257      41.0158      49.0570    1412.89757      35.2734      66.2867
   1428.50731      41.1484      49.3053    1412.88231      35.3079      66.7477
   1428.49206      41.6174      49.6204    1412.86706      35.5547      66.9526
   1428.47680      41.8127      49.7036    1412.85180      35.8815      67.2738
   1428.46154      42.0665      49.9829    1412.83654      35.9250      67.9424
   1428.44628      42.2067      50.4178    1412.82128      36.0346      68.3588
   1428.43102      42.6032      50.5236    1412.80602      36.2765      68.8115
