#     FILENAME=Skynet_61090_GLONG_29_145864_96163.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_29_145864_96163
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_29_145864
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_29_145864/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_29
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:04:19.000
#        OBSID=145864
#      SCANNUM=96163
#          MJD=61090.4196644
#          UTC=36259
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=35.43
#     EXPOSURE=29.26
#        FOCUS=37.093
#       RA,DEC=18:44:25.27, -03:29:55.05
#      RA(deg)=281.06357
#     DEC(deg)=-3.49887
#   WIDTH(deg)=0.0105x0.0013
#    AZIM(deg)=111.4466
#    ELEV(deg)=20.0268
#     COORDREF=LNG_LAT
#         HREF=29.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[0.95, 0.41] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=44 
#      BOXTEMP=6 
#         TSYS=XX1:69.49, YY1:90.36
#         TSYS=XX2:58.37, YY2:95.40
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      32.8493      40.4083    1413.29430      28.7900      55.2448
   1428.90404      33.1732      40.5885    1413.27904      28.8844      55.6389
   1428.88878      33.3807      40.6583    1413.26378      28.8862      55.9833
   1428.87353      33.5634      40.8268    1413.24853      29.0128      56.3720
   1428.85827      33.6680      40.9491    1413.23327      29.0245      56.3707
   1428.84301      33.7316      41.2238    1413.21801      29.2338      56.6013
   1428.82775      34.0993      41.4780    1413.20275      29.2348      56.7771
   1428.81249      34.1733      41.5311    1413.18749      29.3050      57.0121
   1428.79723      34.4519      41.7868    1413.17223      29.3851      57.4249
   1428.78197      34.5549      41.9738    1413.15697      29.5294      57.5204
   1428.76671      34.7598      42.1149    1413.14171      29.6456      57.7852
   1428.75146      35.0069      42.3245    1413.12646      29.7626      58.1244
   1428.73620      35.1366      42.3741    1413.11120      29.8640      58.5163
   1428.72094      35.3391      42.5941    1413.09594      29.8312      58.7342
   1428.70568      35.5733      42.7492    1413.08068      30.0068      59.0460
   1428.69042      35.7464      43.0213    1413.06542      30.1345      59.2576
   1428.67516      35.9454      43.3282    1413.05016      30.3242      59.6081
   1428.65990      36.2167      43.3455    1413.03490      30.3557      59.9933
   1428.64464      36.4043      43.6858    1413.01964      30.5295      60.4319
   1428.62938      36.7075      43.8248    1413.00438      30.7152      60.5878
   1428.61413      36.8846      44.1525    1412.98913      30.7071      60.8830
   1428.59887      37.0140      44.2609    1412.97387      30.8118      61.3522
   1428.58361      37.2904      44.4740    1412.95861      31.0374      61.7153
   1428.56835      37.5252      44.7015    1412.94335      31.0949      61.9197
   1428.55309      37.7236      44.8884    1412.92809      31.2774      62.3880
   1428.53783      37.8410      45.0983    1412.91283      31.3479      62.5924
   1428.52257      38.2139      45.3309    1412.89757      31.5006      62.9600
   1428.50731      38.4085      45.6494    1412.88231      31.5695      63.2769
   1428.49206      38.6686      45.9227    1412.86706      31.7908      63.7116
   1428.47680      38.8422      46.2068    1412.85180      31.9595      63.9308
   1428.46154      39.1545      46.2958    1412.83654      32.1252      64.2546
   1428.44628      39.2956      46.5780    1412.82128      32.2517      64.6996
   1428.43102      39.4921      46.8163    1412.80602      32.4335      65.1582
   1428.41576      39.6678      47.0769    1412.79076      32.4950      65.3783
