#     FILENAME=Skynet_61090_GLONG_16_145851_96186.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_16_145851_96186
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_16_145851
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_16_145851/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_16
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:30:37.000
#        OBSID=145851
#      SCANNUM=96186
#          MJD=61090.4379282
#          UTC=37837
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.63
#     EXPOSURE=28.19
#        FOCUS=37.071
#       RA,DEC=18:20:00.47, -15:01:19.66
#      RA(deg)=274.95597
#     DEC(deg)=-15.02239
#   WIDTH(deg)=0.0058x0.0012
#    AZIM(deg)=129.5616
#    ELEV(deg)=20.0213
#     COORDREF=LNG_LAT
#         HREF=16.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.14, 0.46] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=36 
#      BOXTEMP=6 
#         TSYS=XX1:63.49, YY1:89.88
#         TSYS=XX2:54.19, YY2:94.90
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      30.3411      40.7010    1413.29430      26.5198      55.3584
   1428.90404      30.3831      40.9552    1413.27904      26.6653      55.5006
   1428.88878      30.6196      41.1797    1413.26378      26.7016      55.7128
   1428.87353      30.7278      41.1771    1413.24853      26.8272      56.0884
   1428.85827      30.9545      41.5198    1413.23327      26.8737      56.3763
   1428.84301      31.1339      41.6002    1413.21801      26.9555      56.4748
   1428.82775      31.3655      41.7083    1413.20275      27.0129      56.7340
   1428.81249      31.4436      41.9649    1413.18749      27.0850      57.1170
   1428.79723      31.5854      42.1959    1413.17223      27.1289      57.2948
   1428.78197      31.7948      42.2445    1413.15697      27.2001      57.5394
   1428.76671      31.9691      42.3898    1413.14171      27.3248      57.6432
   1428.75146      32.2507      42.7140    1413.12646      27.4723      58.0765
   1428.73620      32.4882      43.0288    1413.11120      27.5802      58.3114
   1428.72094      32.6385      43.0819    1413.09594      27.6117      58.6529
   1428.70568      32.7742      43.2545    1413.08068      27.7328      58.9944
   1428.69042      33.1025      43.4416    1413.06542      27.8603      58.9761
   1428.67516      33.2502      43.6653    1413.05016      27.9613      59.6235
   1428.65990      33.4541      43.9049    1413.03490      28.0028      59.9059
   1428.64464      33.6484      43.9822    1413.01964      28.0692      60.0994
   1428.62938      33.7767      44.4382    1413.00438      28.2639      60.5771
   1428.61413      34.1404      44.5969    1412.98913      28.4158      60.6924
   1428.59887      34.3071      44.7542    1412.97387      28.4080      61.2302
   1428.58361      34.4764      45.0234    1412.95861      28.5794      61.4233
   1428.56835      34.6246      45.1587    1412.94335      28.7392      61.8189
   1428.55309      34.8720      45.5035    1412.92809      28.7717      61.9723
   1428.53783      35.1181      45.6178    1412.91283      28.8769      62.4631
   1428.52257      35.3140      45.9213    1412.89757      29.0915      62.9502
   1428.50731      35.4291      46.2402    1412.88231      29.2221      63.1609
   1428.49206      35.7008      46.4617    1412.86706      29.4251      63.2415
   1428.47680      35.9985      46.6821    1412.85180      29.4250      63.8633
   1428.46154      36.1024      46.9422    1412.83654      29.6266      64.1335
   1428.44628      36.4245      46.9743    1412.82128      29.6962      64.6705
   1428.43102      36.6006      47.3489    1412.80602      29.8585      64.9228
   1428.41576      36.7376      47.6265    1412.79076      29.9475      65.3510
   1428.40050      37.1003      47.8362    1412.77550      30.0408      65.6022
   1428.38524      37.2703      48.1925    1412.76024      30.1802      66.2181
   1428.36999      37.4615      48.4226    1412.74499      30.4227      66.4690
   1428.35473      37.7066      48.6458    1412.72973      30.5071      66.9364
   1428.33947      37.9528      48.8950    1412.71447      30.7063      67.1744
   1428.32421      37.9834      48.9919    1412.69921      30.7798      67.4204
   1428.30895      38.3461      49.4055    1412.68395      30.9232      68.0936
   1428.29369      38.6225      49.7143    1412.66869      31.1959      68.4218
   1428.27843      38.8338      49.8621    1412.65343      31.2752      68.7844
   1428.26317      39.0614      50.2649    1412.63817      31.4722      69.0296
   1428.24792      39.3482      50.4596    1412.62292      31.6317      69.5587
   1428.23266      39.4883      50.7834    1412.60766      31.7731      69.9241
   1428.21740      39.7328      50.8706    1412.59240      31.8883      70.4763
   1428.20214      39.9183      51.3526    1412.57714      32.0597      70.8043
   1428.18688      40.1364      51.4341    1412.56188      32.2723      71.0962
   1428.17162      40.3532      51.9462    1412.54662      32.3202      71.3657
   1428.15636      40.6669      52.0567    1412.53136      32.5116      71.9313
   1428.14110      40.7921      52.3668    1412.51610      32.6666      72.2972
   1428.12584      41.1152      52.5268    1412.50084      32.7816      72.6294
   1428.11059      41.3687      52.9127    1412.48559      33.0654      73.1025
   1428.09533      41.4029      53.1559    1412.47033      33.1365      73.5587
   1428.08007      41.8735      53.4292    1412.45507      33.3896      74.0058
   1428.06481      42.1175      53.8394    1412.43981      33.4698      74.4415
   1428.04955      42.2290      54.0463    1412.42455      33.6395      74.6847
   1428.03429      42.3632      54.2441    1412.40929      33.8896      75.4168
   1428.01903      42.8293      54.5628    1412.39403      34.0325      75.8364
   1428.00377      42.9576      54.8722    1412.37877      34.1918      76.0535
   1427.98852      42.9636      55.0920    1412.36352      34.2537      76.2170
   1427.97326      43.3614      55.3492    1412.34826      34.5459      76.7943
   1427.95800      43.5150      55.5081    1412.33300      34.5910      77.1437
   1427.94274      43.6943      55.7729    1412.31774      34.8869      77.7892
   1427.92748      43.8317      55.9819    1412.30248      35.0450      77.9760
   1427.91222      44.1457      56.3791    1412.28722      35.1831      78.4702
   1427.89696      44.3883      56.7751    1412.27196      35.3117      79.0880
   1427.88170      44.4668      57.0779    1412.25670      35.5175      79.2628
   1427.86645      44.8096      57.2146    1412.24145      35.7081      79.6824
   1427.85119      44.9164      57.6818    1412.22619      35.9411      80.4310
   1427.83593      45.2283      57.7789    1412.21093      35.9107      80.4280
   1427.82067      45.1803      58.1236    1412.19567      36.1997      80.9142
   1427.80541      45.4195      58.2188    1412.18041      36.3195      81.5346
   1427.79015      45.6715      58.6359    1412.16515      36.6574      81.8944
   1427.77489      46.0309      58.7561    1412.14989      36.7700      82.1492
   1427.75963      46.1915      59.0884    1412.13463      36.8579      82.7030
   1427.74437      46.3803      59.3708    1412.11937      37.0494      82.8286
   1427.72912      46.6055      59.5317    1412.10412      37.2711      83.4065
   1427.71386      46.7881      59.8793    1412.08886      37.5161      83.5566
   1427.69860      46.8753      60.0348    1412.07360      37.6363      84.1819
   1427.68334      47.0684      60.4925    1412.05834      37.7687      84.3615
   1427.66808      47.2536      60.7692    1412.04308      37.9004      85.0822
   1427.65282      47.4712      60.9478    1412.02782      38.1217      85.1350
   1427.63756      47.8374      61.2227    1412.01256      38.3508      85.6956
   1427.62230      47.8870      61.2891    1411.99730      38.4533      86.0414
   1427.60705      47.9294      61.7284    1411.98205      38.6020      86.2325
   1427.59179      48.1929      62.1355    1411.96679      38.7136      86.6242
   1427.57653      48.3868      62.3174    1411.95153      39.0943      87.3822
   1427.56127      48.5237      62.6277    1411.93627      39.1718      87.5690
   1427.54601      48.8868      62.7717    1411.92101      39.4352      87.8116
   1427.53075      48.9868      62.9850    1411.90575      39.5248      88.4538
   1427.51549      48.9959      63.4127    1411.89049      39.6160      88.7295
   1427.50023      49.2257      63.5204    1411.87523      40.0007      89.1065
   1427.48498      49.2596      63.9642    1411.85998      40.1156      89.2827
   1427.46972      49.6460      63.8286    1411.84472      40.2251      89.8336
   1427.45446      49.6930      64.3156    1411.82946      40.3990      90.0238
   1427.43920      49.5915      64.4146    1411.81420      40.5429      90.6676
   1427.42394      49.9018      64.8698    1411.79894      40.7814      91.0331
   1427.40868      50.2238      65.0410    1411.78368      40.7997      91.1663
   1427.39342      50.2229      65.2738    1411.76842      41.0156      91.1749
   1427.37816      50.5224      65.4559    1411.75316      41.0790      92.0029
   1427.36291      50.4314      65.5326    1411.73791      41.4988      92.2265
   1427.34765      50.4030      65.9637    1411.72265      41.6303      92.7161
   1427.33239      50.6739      66.3267    1411.70739      41.7526      93.1170
   1427.31713      50.9591      66.3567    1411.69213      41.9327      93.1079
   1427.30187      51.1103      66.8146    1411.67687      42.2066      93.2367
   1427.28661      51.0976      66.8263    1411.66161      42.2172      93.7296
   1427.27135      51.1393      67.0819    1411.64635      42.4091      94.4403
   1427.25609      51.4058      67.1586    1411.63109      42.6114      94.3739
   1427.24083      51.4274      67.5129    1411.61583      42.7064      94.8387
   1427.22558      51.8078      67.7626    1411.60058      42.8936      95.3942
   1427.21032      51.6914      68.1209    1411.58532      43.0849      95.4676
   1427.19506      51.8466      68.2733    1411.57006      43.2268      95.8883
   1427.17980      51.8653      68.5078    1411.55480      43.5614      95.9028
   1427.16454      52.1569      68.7507    1411.53954      43.5789      96.5259
   1427.14928      52.2657      68.7533    1411.52428      43.7738      96.5447
   1427.13402      52.2243      69.2311    1411.50902      43.9132      96.9176
   1427.11876      52.4876      69.2776    1411.49376      44.1799      97.2568
   1427.10351      52.4414      69.5798    1411.47851      44.3907      97.2880
   1427.08825      52.6394      69.6358    1411.46325      44.4321      97.9397
   1427.07299      52.8401      69.8132    1411.44799      44.5698      98.1510
   1427.05773      52.7293      70.1600    1411.43273      44.8047      98.2032
   1427.04247      52.9177      70.3817    1411.41747      44.8906      98.7733
   1427.02721      53.0050      70.6264    1411.40221      45.2585      99.0752
   1427.01195      52.9352      70.8832    1411.38695      45.3740      99.2662
   1426.99669      53.1540      70.8211    1411.37169      45.4322      99.5938
   1426.98144      53.1831      71.2388    1411.35644      45.7327      99.9500
   1426.96618      53.2588      71.4530    1411.34118      45.7845      99.8325
   1426.95092      53.3346      71.4460    1411.32592      46.0458      99.9544
   1426.93566      53.3169      71.7412    1411.31066      46.1197     100.3306
   1426.92040      53.4865      71.7885    1411.29540      46.4214     100.7604
   1426.90514      53.5536      72.2475    1411.28014      46.4523     101.2554
