#     FILENAME=Skynet_61090_GLong_69_145786_96189.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLong_69_145786_96189
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLong_69_145786
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLong_69_145786/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLong_69
#     OBSERVER=katerickels_69750
#     DATE_OBS=2026-02-19T10:34:51.000
#        OBSID=145786
#      SCANNUM=96189
#          MJD=61090.4408681
#          UTC=38091
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.36
#     EXPOSURE=28.45
#        FOCUS=37.071
#       RA,DEC=20:05:06.72, 31:35:56.75
#      RA(deg)=301.23124
#     DEC(deg)=31.59941
#   WIDTH(deg)=0.0064x0.0010
#    AZIM(deg)=71.9222
#    ELEV(deg)=31.1781
#     COORDREF=LNG_LAT
#         HREF=69.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=4.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.32, 0.52] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=36 
#      BOXTEMP=6 
#         TSYS=XX1:46.27, YY1:74.35
#         TSYS=XX2:39.56, YY2:77.91
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      22.0973      34.1794    1413.29430      18.8976      45.5131
   1428.90404      22.2591      34.3593    1413.27904      18.9890      45.6015
   1428.88878      22.3250      34.4851    1413.26378      18.9848      45.9524
   1428.87353      22.4427      34.5583    1413.24853      19.0923      45.9821
   1428.85827      22.6573      34.6854    1413.23327      19.1061      46.2469
   1428.84301      22.7410      35.0027    1413.21801      19.2064      46.4706
   1428.82775      22.9021      35.0050    1413.20275      19.2721      46.6314
   1428.81249      22.9774      35.1987    1413.18749      19.3325      46.8678
   1428.79723      23.1978      35.3607    1413.17223      19.3579      47.0733
   1428.78197      23.2945      35.4065    1413.15697      19.4484      47.3816
   1428.76671      23.4261      35.6323    1413.14171      19.4764      47.6172
   1428.75146      23.5326      35.6912    1413.12646      19.5768      47.9067
   1428.73620      23.7145      35.9897    1413.11120      19.6219      48.0849
   1428.72094      23.8537      36.2079    1413.09594      19.7141      48.3085
   1428.70568      24.0512      36.2964    1413.08068      19.8117      48.4714
   1428.69042      24.2169      36.3864    1413.06542      19.8260      48.7253
   1428.67516      24.2830      36.6575    1413.05016      19.9125      49.1385
   1428.65990      24.3997      36.8002    1413.03490      20.0345      49.2737
   1428.64464      24.5878      36.9807    1413.01964      20.0830      49.6430
   1428.62938      24.7875      37.1648    1413.00438      20.1967      49.8261
   1428.61413      24.9022      37.2908    1412.98913      20.2645      50.2431
   1428.59887      25.1211      37.4928    1412.97387      20.3472      50.3672
   1428.58361      25.2329      37.6848    1412.95861      20.4408      50.5807
   1428.56835      25.4288      37.9556    1412.94335      20.5411      50.9988
   1428.55309      25.5507      38.1366    1412.92809      20.5729      51.3495
   1428.53783      25.7761      38.3045    1412.91283      20.7554      51.5514
   1428.52257      25.8359      38.5388    1412.89757      20.8266      51.7466
   1428.50731      26.0186      38.7057    1412.88231      20.8776      52.2070
   1428.49206      26.1694      38.7593    1412.86706      20.9620      52.4565
   1428.47680      26.3450      39.1005    1412.85180      21.0936      52.5811
   1428.46154      26.5118      39.2609    1412.83654      21.1461      52.9915
   1428.44628      26.6094      39.5719    1412.82128      21.3060      53.5278
   1428.43102      26.7916      39.6164    1412.80602      21.3689      53.6201
   1428.41576      26.9506      39.9121    1412.79076      21.4879      53.9729
   1428.40050      27.1596      40.1653    1412.77550      21.5790      54.3334
   1428.38524      27.2558      40.1799    1412.76024      21.7119      54.4444
   1428.36999      27.5306      40.5006    1412.74499      21.8755      54.9064
   1428.35473      27.6841      40.6992    1412.72973      21.9143      55.2222
   1428.33947      27.8662      40.9483    1412.71447      21.9625      55.6889
   1428.32421      28.0755      41.1856    1412.69921      22.1530      56.0364
   1428.30895      28.2486      41.4211    1412.68395      22.2084      56.2070
   1428.29369      28.3615      41.6467    1412.66869      22.3538      56.6131
   1428.27843      28.5228      41.7811    1412.65343      22.4328      57.0218
   1428.26317      28.6527      42.0342    1412.63817      22.5918      57.1753
   1428.24792      28.8674      42.2025    1412.62292      22.7021      57.4095
   1428.23266      28.9826      42.4201    1412.60766      22.7974      57.8404
   1428.21740      29.2192      42.7227    1412.59240      22.9030      58.3183
   1428.20214      29.3073      42.9420    1412.57714      23.0540      58.5805
   1428.18688      29.5083      43.1665    1412.56188      23.1559      58.9659
   1428.17162      29.7793      43.2961    1412.54662      23.3005      59.2634
   1428.15636      29.8201      43.6395    1412.53136      23.4056      59.6261
   1428.14110      29.9928      43.7241    1412.51610      23.4693      59.8973
   1428.12584      30.1515      43.9824    1412.50084      23.6129      60.4200
   1428.11059      30.3757      44.2664    1412.48559      23.6666      60.7848
   1428.09533      30.4562      44.5064    1412.47033      23.9288      60.8404
   1428.08007      30.6252      44.7519    1412.45507      23.9817      61.3161
   1428.06481      30.9003      45.0401    1412.43981      24.1114      61.6313
   1428.04955      30.9331      45.0584    1412.42455      24.2276      61.9976
   1428.03429      31.0857      45.3784    1412.40929      24.3686      62.4881
   1428.01903      31.2846      45.6592    1412.39403      24.5196      62.6647
   1428.00377      31.5130      45.8584    1412.37877      24.6151      63.1047
   1427.98852      31.6566      46.1596    1412.36352      24.7752      63.4507
   1427.97326      31.8431      46.4816    1412.34826      24.8607      63.5250
   1427.95800      31.9209      46.5319    1412.33300      25.0171      64.2571
   1427.94274      32.2004      46.8789    1412.31774      25.1562      64.4255
   1427.92748      32.3418      47.0221    1412.30248      25.2231      64.9340
   1427.91222      32.5186      47.2625    1412.28722      25.4452      65.0015
   1427.89696      32.5133      47.4248    1412.27196      25.5451      65.6037
   1427.88170      32.8066      47.5664    1412.25670      25.6572      65.9804
   1427.86645      32.9051      47.9443    1412.24145      25.7683      65.9871
   1427.85119      33.0692      48.2015    1412.22619      25.9568      66.4529
   1427.83593      33.2657      48.3563    1412.21093      26.0340      66.7211
   1427.82067      33.3914      48.5434    1412.19567      26.1116      67.1410
