#     FILENAME=Skynet_61090_GLONG_4_145839_96209.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_4_145839_96209
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_4_145839
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_4_145839/Cyb
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_4
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T11:17:05.000
#        OBSID=145839
#      SCANNUM=96209
#          MJD=61090.4701968
#          UTC=40625
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=40.80
#     EXPOSURE=31.41
#        FOCUS=37.115
#       RA,DEC=17:54:59.53, -25:30:08.48
#      RA(deg)=268.71600
#     DEC(deg)=-25.50241
#   WIDTH(deg)=0.0677x0.0015
#    AZIM(deg)=150.6039
#    ELEV(deg)=19.9410
#     COORDREF=LNG_LAT
#         HREF=4.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.21, 0.53] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=30 
#      BOXTEMP=6 
#         TSYS=XX1:68.59, YY1:92.43
#         TSYS=XX2:58.88, YY2:97.62
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      33.4667      41.9522    1413.29430      28.9305      56.8995
   1428.90404      33.6400      42.1431    1413.27904      29.0220      57.0550
   1428.88878      33.7189      42.4643    1413.26378      29.0342      57.4032
   1428.87353      34.0021      42.4480    1413.24853      29.1930      57.3740
   1428.85827      34.1154      42.6539    1413.23327      29.3275      57.6316
   1428.84301      34.2699      42.8229    1413.21801      29.3670      57.9402
   1428.82775      34.5820      43.0252    1413.20275      29.3854      58.3482
   1428.81249      34.7140      43.3039    1413.18749      29.4852      58.5197
   1428.79723      34.9708      43.4035    1413.17223      29.6361      58.8355
   1428.78197      35.1110      43.5553    1413.15697      29.6646      59.1326
   1428.76671      35.3767      43.7557    1413.14171      29.8204      59.3973
   1428.75146      35.4936      44.0301    1413.12646      29.8721      59.6624
   1428.73620      35.6696      44.2189    1413.11120      29.9684      59.9162
   1428.72094      35.9343      44.3597    1413.09594      30.1130      60.1649
   1428.70568      36.1403      44.4393    1413.08068      30.2634      60.5980
   1428.69042      36.4300      44.7759    1413.06542      30.3888      60.7262
   1428.67516      36.5776      44.8620    1413.05016      30.4644      61.3051
   1428.65990      36.7208      45.2216    1413.03490      30.5487      61.5846
   1428.64464      37.0067      45.3320    1413.01964      30.7676      61.7827
   1428.62938      37.1674      45.6155    1413.00438      30.7630      62.0411
   1428.61413      37.4083      45.7986    1412.98913      31.0635      62.5650
   1428.59887      37.6743      46.0133    1412.97387      31.0521      62.9263
   1428.58361      37.9228      46.2626    1412.95861      31.1972      63.4419
   1428.56835      38.0525      46.5278    1412.94335      31.3763      63.6472
   1428.55309      38.3377      46.6990    1412.92809      31.4876      64.0167
   1428.53783      38.5597      46.8084    1412.91283      31.6885      64.3908
   1428.52257      38.7467      47.0949    1412.89757      31.7714      64.8487
   1428.50731      38.9889      47.4251    1412.88231      31.9681      64.9887
   1428.49206      39.2671      47.6719    1412.86706      32.0678      65.4513
   1428.47680      39.4604      47.8808    1412.85180      32.1481      65.8678
   1428.46154      39.6724      48.0843    1412.83654      32.3779      66.1945
   1428.44628      39.9313      48.4244    1412.82128      32.4694      66.5474
   1428.43102      40.2038      48.5721    1412.80602      32.6759      66.9424
   1428.41576      40.3409      48.9745    1412.79076      32.8436      67.5068
