#     FILENAME=Skynet_61090_GLONG_25_145860_96170.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_25_145860_96170
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_25_145860
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_25_145860/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_25
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:11:46.000
#        OBSID=145860
#      SCANNUM=96170
#          MJD=61090.424838
#          UTC=36706
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.09
#     EXPOSURE=27.92
#        FOCUS=37.071
#       RA,DEC=18:37:04.67, -07:03:15.95
#      RA(deg)=279.22409
#     DEC(deg)=-7.05465
#   WIDTH(deg)=0.0060x0.0010
#    AZIM(deg)=116.9015
#    ELEV(deg)=20.1641
#     COORDREF=LNG_LAT
#         HREF=25.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.16, 0.43] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=32 
#      BOXTEMP=6 
#         TSYS=XX1:71.68, YY1:94.09
#         TSYS=XX2:60.90, YY2:99.36
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      34.0942      42.3514    1413.29430      30.2030      57.8956
   1428.90404      34.4166      42.4616    1413.27904      30.1597      58.1300
   1428.88878      34.5324      42.5351    1413.26378      30.1639      58.2384
   1428.87353      34.7041      42.7901    1413.24853      30.2828      58.5563
   1428.85827      34.9841      42.9966    1413.23327      30.4317      58.8904
   1428.84301      35.0922      43.0075    1413.21801      30.4018      58.8576
   1428.82775      35.2334      43.2709    1413.20275      30.5071      59.2435
   1428.81249      35.4374      43.5062    1413.18749      30.6337      59.6766
   1428.79723      35.8169      43.6233    1413.17223      30.8104      59.8863
   1428.78197      35.9143      43.7957    1413.15697      30.7285      60.0812
   1428.76671      36.1051      43.8621    1413.14171      30.9179      60.4525
   1428.75146      36.2651      44.2012    1413.12646      31.0900      60.5321
   1428.73620      36.5227      44.4339    1413.11120      31.1363      61.1593
   1428.72094      36.7870      44.7366    1413.09594      31.3109      61.1060
   1428.70568      37.0545      44.6914    1413.08068      31.4586      61.5689
   1428.69042      37.2103      44.9547    1413.06542      31.5084      61.8838
   1428.67516      37.5030      45.1715    1413.05016      31.5589      62.1596
   1428.65990      37.5999      45.4225    1413.03490      31.7572      62.5642
   1428.64464      37.8056      45.6318    1413.01964      31.8067      62.9172
   1428.62938      38.0797      45.9529    1413.00438      32.0281      63.1983
   1428.61413      38.2007      46.1158    1412.98913      32.1887      63.6678
   1428.59887      38.5340      46.3819    1412.97387      32.2693      63.8991
   1428.58361      38.6925      46.6141    1412.95861      32.4316      64.3467
   1428.56835      39.0656      46.6521    1412.94335      32.4901      64.5638
   1428.55309      39.1851      46.9622    1412.92809      32.7158      64.9789
   1428.53783      39.3654      47.3649    1412.91283      32.8090      65.2324
   1428.52257      39.6396      47.3571    1412.89757      32.9508      65.7128
   1428.50731      39.9319      47.6627    1412.88231      33.0655      66.2012
   1428.49206      39.9909      48.0372    1412.86706      33.1642      66.3484
   1428.47680      40.4154      48.2157    1412.85180      33.4149      66.7864
   1428.46154      40.6923      48.4466    1412.83654      33.5330      67.1162
   1428.44628      40.9120      48.7353    1412.82128      33.6865      67.4779
   1428.43102      41.0863      49.0290    1412.80602      33.9529      67.8815
   1428.41576      41.4209      49.3221    1412.79076      33.9287      68.4245
