#     FILENAME=Skynet_61090_GLONG_1_145836_96212.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_1_145836_96212
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_1_145836
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_1_145836/Cyb
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_1
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T11:38:17.000
#        OBSID=145836
#      SCANNUM=96212
#          MJD=61090.484919
#          UTC=41897
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=40.00
#     EXPOSURE=31.14
#        FOCUS=37.071
#       RA,DEC=17:48:07.78, -28:04:53.75
#      RA(deg)=266.99843
#     DEC(deg)=-28.08138
#   WIDTH(deg)=0.0662x0.0019
#    AZIM(deg)=157.8189
#    ELEV(deg)=19.8931
#     COORDREF=LNG_LAT
#         HREF=1.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=8.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.06, 0.46] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=25 
#      BOXTEMP=6 
#         TSYS=XX1:93.69, YY1:114.10
#         TSYS=XX2:81.65, YY2:121.70
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      45.4275      51.8026    1413.29430      40.7321      71.3723
   1428.90404      45.7011      52.0721    1413.27904      40.9185      71.3793
   1428.88878      45.7976      52.1391    1413.26378      40.8292      71.7549
   1428.87353      46.0149      52.3388    1413.24853      41.0056      72.0299
   1428.85827      46.2162      52.5292    1413.23327      41.2232      72.3214
   1428.84301      46.5540      52.6388    1413.21801      41.2085      72.6348
   1428.82775      46.8315      52.9500    1413.20275      41.4351      72.8025
   1428.81249      47.1369      53.0123    1413.18749      41.5204      73.2029
   1428.79723      47.4419      53.3299    1413.17223      41.6094      73.4008
   1428.78197      47.6242      53.7903    1413.15697      41.7666      73.9405
   1428.76671      47.8089      53.8143    1413.14171      41.8299      74.3349
   1428.75146      48.0819      54.1577    1413.12646      42.0284      74.5014
   1428.73620      48.3375      54.2504    1413.11120      42.2410      74.8228
   1428.72094      48.6150      54.5812    1413.09594      42.3506      75.3498
   1428.70568      48.9205      54.7521    1413.08068      42.5018      75.8259
   1428.69042      49.1324      55.0079    1413.06542      42.7200      76.1575
   1428.67516      49.4796      55.3795    1413.05016      42.7612      76.4089
   1428.65990      49.7353      55.5678    1413.03490      43.0730      76.7397
   1428.64464      49.8589      55.7926    1413.01964      43.1866      77.4405
   1428.62938      50.2525      56.0594    1413.00438      43.3766      77.7687
   1428.61413      50.7058      56.5151    1412.98913      43.4918      78.0244
   1428.59887      50.8546      56.5406    1412.97387      43.6341      78.6911
   1428.58361      51.1004      56.9147    1412.95861      43.7803      78.9525
   1428.56835      51.3732      57.0890    1412.94335      44.1053      79.5329
   1428.55309      51.6022      57.4156    1412.92809      44.2234      79.7816
   1428.53783      52.0116      57.7604    1412.91283      44.2266      80.4116
   1428.52257      52.2289      58.1458    1412.89757      44.5800      80.7122
   1428.50731      52.6654      58.1837    1412.88231      44.7897      81.2050
   1428.49206      52.8566      58.5417    1412.86706      44.8250      81.4526
   1428.47680      53.1879      58.7680    1412.85180      45.2652      82.1503
   1428.46154      53.5409      59.1573    1412.83654      45.3941      82.5712
   1428.44628      53.8520      59.4309    1412.82128      45.6425      83.1564
   1428.43102      54.0936      59.7752    1412.80602      45.8403      83.4609
   1428.41576      54.4560      60.1888    1412.79076      45.9349      83.9691
   1428.40050      54.7813      60.3664    1412.77550      46.2786      84.7025
   1428.38524      54.9553      60.7282    1412.76024      46.5487      85.1749
   1428.36999      55.2355      60.9999    1412.74499      46.6374      85.6793
   1428.35473      55.5700      61.2527    1412.72973      46.7837      86.0186
   1428.33947      55.9690      61.5282    1412.71447      46.9658      86.2568
   1428.32421      56.2281      61.9318    1412.69921      47.2586      86.9081
   1428.30895      56.5628      62.1212    1412.68395      47.5010      87.5811
   1428.29369      56.8528      62.5938    1412.66869      47.6490      88.1140
   1428.27843      57.1007      62.8740    1412.65343      48.1010      88.6863
   1428.26317      57.5989      63.0933    1412.63817      48.2902      89.1926
   1428.24792      57.8842      63.4352    1412.62292      48.4531      89.3907
   1428.23266      58.0073      63.8237    1412.60766      48.6389      89.9956
   1428.21740      58.4109      64.1237    1412.59240      48.8818      90.8685
   1428.20214      58.6711      64.2345    1412.57714      49.2562      91.2951
   1428.18688      59.0063      64.7359    1412.56188      49.4901      91.7577
   1428.17162      59.3951      65.0471    1412.54662      49.6228      92.2059
   1428.15636      59.7486      65.4764    1412.53136      49.9260      92.9763
   1428.14110      59.9055      65.6424    1412.51610      50.1456      93.5274
   1428.12584      60.2703      66.0571    1412.50084      50.4296      93.9142
   1428.11059      60.5490      66.3366    1412.48559      50.5092      94.4117
   1428.09533      60.8685      66.9001    1412.47033      50.8949      95.0383
   1428.08007      61.1498      66.9662    1412.45507      51.1580      95.6831
   1428.06481      61.4003      67.2229    1412.43981      51.4810      96.1830
   1428.04955      61.8187      67.6875    1412.42455      51.6409      96.6230
   1428.03429      62.2212      68.0487    1412.40929      51.7591      97.3308
   1428.01903      62.4124      68.2310    1412.39403      52.1092      97.8570
   1428.00377      62.7306      68.6996    1412.37877      52.3260      98.3293
   1427.98852      63.0651      68.9849    1412.36352      52.6015      98.6725
   1427.97326      63.2098      69.1608    1412.34826      52.8292      99.3360
   1427.95800      63.5908      69.4311    1412.33300      53.2163     100.0586
   1427.94274      63.8270      70.0694    1412.31774      53.3981     100.5151
   1427.92748      64.2033      70.1784    1412.30248      53.7261     100.9232
   1427.91222      64.5309      70.5715    1412.28722      54.0410     101.5593
   1427.89696      64.7076      70.9955    1412.27196      54.1631     102.2846
   1427.88170      65.1498      71.2452    1412.25670      54.3195     102.4298
   1427.86645      65.3694      71.5043    1412.24145      54.6937     103.4122
   1427.85119      65.5272      71.9797    1412.22619      54.9737     103.7985
   1427.83593      65.8112      72.2969    1412.21093      55.2191     104.3425
   1427.82067      66.0462      72.4742    1412.19567      55.3945     104.8578
   1427.80541      66.5023      72.9755    1412.18041      55.5989     105.7891
   1427.79015      66.6143      73.1077    1412.16515      55.8216     105.9308
   1427.77489      67.0114      73.5697    1412.14989      56.1942     106.6625
   1427.75963      67.1583      73.8740    1412.13463      56.3863     106.8668
   1427.74437      67.3830      74.2394    1412.11937      56.7834     107.3927
   1427.72912      67.5181      74.4218    1412.10412      57.1158     107.9110
   1427.71386      68.0908      74.7736    1412.08886      57.2713     108.6429
