#     FILENAME=Skynet_61090_GLONG_27_145862_96167.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_27_145862_96167
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_27_145862
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_27_145862/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_27
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:08:30.000
#        OBSID=145862
#      SCANNUM=96167
#          MJD=61090.4225694
#          UTC=36510
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.90
#     EXPOSURE=28.72
#        FOCUS=37.071
#       RA,DEC=18:40:44.96, -05:16:39.55
#      RA(deg)=280.14692
#     DEC(deg)=-5.27735
#   WIDTH(deg)=0.0060x0.0012
#    AZIM(deg)=114.2592
#    ELEV(deg)=20.2021
#     COORDREF=LNG_LAT
#         HREF=27.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.86, 0.54] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=32 
#      BOXTEMP=6 
#         TSYS=XX1:68.04, YY1:92.36
#         TSYS=XX2:57.40, YY2:97.64
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      32.1800      41.4333    1413.29430      28.1204      56.8321
   1428.90404      32.3960      41.5290    1413.27904      28.3960      57.0081
   1428.88878      32.4777      41.6797    1413.26378      28.3386      57.3464
   1428.87353      32.6749      41.8938    1413.24853      28.4292      57.2798
   1428.85827      32.8834      42.1299    1413.23327      28.5218      57.8621
   1428.84301      32.9917      42.2263    1413.21801      28.6717      58.0428
   1428.82775      33.2539      42.3981    1413.20275      28.6796      58.2510
   1428.81249      33.4371      42.6426    1413.18749      28.7301      58.5657
   1428.79723      33.6701      42.7200    1413.17223      28.8864      58.8097
   1428.78197      33.8839      42.9492    1413.15697      28.9907      59.1058
   1428.76671      34.0714      43.1370    1413.14171      29.0207      59.3169
   1428.75146      34.3075      43.4194    1413.12646      29.1302      59.6816
   1428.73620      34.4633      43.4689    1413.11120      29.2349      59.9409
   1428.72094      34.5959      43.7657    1413.09594      29.3948      60.3020
   1428.70568      34.7792      43.9616    1413.08068      29.4638      60.3893
   1428.69042      34.9913      44.1382    1413.06542      29.5061      60.8783
   1428.67516      35.2683      44.2866    1413.05016      29.6445      61.1939
   1428.65990      35.4422      44.5642    1413.03490      29.8177      61.2142
   1428.64464      35.7380      44.8707    1413.01964      29.9471      61.7678
   1428.62938      35.8283      45.0340    1413.00438      30.1051      62.1953
   1428.61413      36.0461      45.2865    1412.98913      30.1061      62.4642
   1428.59887      36.3342      45.2483    1412.97387      30.3180      62.9800
   1428.58361      36.5428      45.6362    1412.95861      30.3931      63.0162
   1428.56835      36.6135      45.9544    1412.94335      30.4936      63.2932
   1428.55309      36.8585      46.0854    1412.92809      30.6101      63.7675
   1428.53783      37.1769      46.5078    1412.91283      30.8390      64.2478
   1428.52257      37.4242      46.5976    1412.89757      30.9610      64.4904
   1428.50731      37.5760      46.8202    1412.88231      31.0639      64.9079
   1428.49206      37.7813      47.1285    1412.86706      31.2090      65.2039
   1428.47680      38.0944      47.1980    1412.85180      31.2725      65.6091
   1428.46154      38.2618      47.4071    1412.83654      31.4444      66.1430
   1428.44628      38.5591      47.7543    1412.82128      31.5631      66.2644
   1428.43102      38.7555      47.9576    1412.80602      31.7013      66.6393
   1428.41576      38.9326      48.2411    1412.79076      31.9312      67.1959
