#     FILENAME=Skynet_61090_GLONG_24_145859_96171.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_24_145859_96171
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_24_145859
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_24_145859/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_24
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:12:38.000
#        OBSID=145859
#      SCANNUM=96171
#          MJD=61090.4254398
#          UTC=36758
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.36
#     EXPOSURE=28.19
#        FOCUS=37.049
#       RA,DEC=18:35:11.69, -07:56:32.38
#      RA(deg)=278.76000
#     DEC(deg)=-7.94256
#   WIDTH(deg)=0.0059x0.0011
#    AZIM(deg)=118.0771
#    ELEV(deg)=19.9972
#     COORDREF=LNG_LAT
#         HREF=24.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.18, 0.44] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=32 
#      BOXTEMP=6 
#         TSYS=XX1:70.44, YY1:95.06
#         TSYS=XX2:59.45, YY2:99.95
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      33.3155      42.6808    1413.29430      29.3251      58.1734
   1428.90404      33.4663      42.7157    1413.27904      29.4511      58.2828
   1428.88878      33.6950      42.9181    1413.26378      29.6007      58.2181
   1428.87353      33.8756      43.1052    1413.24853      29.5662      58.6970
   1428.85827      34.1854      43.1853    1413.23327      29.7373      58.9660
   1428.84301      34.3287      43.3197    1413.21801      29.8472      59.1369
   1428.82775      34.3431      43.5599    1413.20275      29.8141      59.4891
   1428.81249      34.5503      43.7819    1413.18749      30.0201      59.8386
   1428.79723      34.8867      43.8202    1413.17223      30.0727      59.8999
   1428.78197      35.0684      44.1216    1413.15697      30.1835      60.2161
   1428.76671      35.1569      44.1642    1413.14171      30.3164      60.4995
   1428.75146      35.3788      44.5189    1413.12646      30.2408      60.8325
   1428.73620      35.6213      44.6193    1413.11120      30.4057      61.0572
   1428.72094      35.8202      44.8913    1413.09594      30.5225      61.4607
   1428.70568      36.0399      45.0241    1413.08068      30.6854      61.7321
   1428.69042      36.2253      45.2706    1413.06542      30.8093      61.8945
   1428.67516      36.3713      45.5739    1413.05016      30.9134      62.4086
   1428.65990      36.5914      45.6490    1413.03490      31.0008      62.6275
   1428.64464      36.8506      45.9612    1413.01964      31.1282      63.0009
   1428.62938      37.1490      46.1825    1413.00438      31.1601      63.3589
   1428.61413      37.3298      46.3470    1412.98913      31.3117      63.6028
   1428.59887      37.5686      46.5102    1412.97387      31.5791      63.8796
   1428.58361      37.9078      46.7829    1412.95861      31.6766      64.6864
   1428.56835      38.0915      47.0357    1412.94335      31.7712      64.8215
   1428.55309      38.2597      47.1827    1412.92809      31.9216      65.1142
   1428.53783      38.5062      47.5882    1412.91283      31.9814      65.3355
   1428.52257      38.6675      47.9066    1412.89757      32.1595      65.8731
   1428.50731      38.7904      47.9857    1412.88231      32.3000      66.2869
   1428.49206      39.1790      48.3015    1412.86706      32.4138      66.7838
   1428.47680      39.2981      48.5728    1412.85180      32.5959      66.8462
   1428.46154      39.5772      48.8946    1412.83654      32.8002      67.2801
   1428.44628      39.7423      48.9484    1412.82128      32.8083      67.5236
   1428.43102      39.9532      49.1976    1412.80602      32.9353      68.0707
   1428.41576      40.2741      49.3787    1412.79076      33.2035      68.3816
   1428.40050      40.4172      49.7693    1412.77550      33.3349      68.8833
   1428.38524      40.7595      50.0690    1412.76024      33.5405      69.3440
   1428.36999      41.0591      50.3802    1412.74499      33.6322      69.6730
   1428.35473      41.1192      50.5656    1412.72973      33.7923      69.8951
   1428.33947      41.4740      50.7739    1412.71447      33.9588      70.4190
   1428.32421      41.7312      50.9760    1412.69921      34.1583      70.7633
   1428.30895      41.9569      51.4538    1412.68395      34.3104      71.2258
   1428.29369      42.0855      51.6023    1412.66869      34.5406      71.6582
   1428.27843      42.3814      51.9548    1412.65343      34.4981      72.3415
   1428.26317      42.6522      52.0910    1412.63817      34.8254      72.6817
   1428.24792      42.9034      52.5204    1412.62292      35.0809      72.9005
   1428.23266      43.1348      52.6539    1412.60766      35.0483      73.5498
   1428.21740      43.4621      52.9580    1412.59240      35.2848      73.9618
   1428.20214      43.5674      53.1274    1412.57714      35.4574      74.1800
   1428.18688      43.7266      53.4834    1412.56188      35.5313      74.7829
   1428.17162      44.0580      53.7387    1412.54662      35.7824      75.1875
