#     FILENAME=Skynet_61090_GLONG-59_145834_96133.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG-59_145834_96133
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG-59_145834
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG-59_145834/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG-59
#     OBSERVER=davy_ball_74442
#     DATE_OBS=2026-02-19T09:36:48.000
#        OBSID=145834
#      SCANNUM=96133
#          MJD=61090.4005556
#          UTC=34608
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=40.53
#     EXPOSURE=31.41
#        FOCUS=37.071
#       RA,DEC=19:41:52.95, 23:01:21.57
#      RA(deg)=295.43747
#     DEC(deg)=23.02272
#   WIDTH(deg)=0.0704x0.0026
#    AZIM(deg)=75.5209
#    ELEV(deg)=20.0636
#     COORDREF=LNG_LAT
#         HREF=59.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=5.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.16, 0.37] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=58 
#      BOXTEMP=6 
#         TSYS=XX1:54.44, YY1:83.17
#         TSYS=XX2:46.53, YY2:87.83
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      26.0563      37.6572    1413.29430      22.4770      51.0062
   1428.90404      26.1829      37.9242    1413.27904      22.5756      51.1024
   1428.88878      26.3060      37.9781    1413.26378      22.5966      51.1891
   1428.87353      26.4043      38.1371    1413.24853      22.6052      51.3682
   1428.85827      26.5433      38.3063    1413.23327      22.7585      51.7851
   1428.84301      26.7694      38.4573    1413.21801      22.7870      52.0155
   1428.82775      26.8824      38.6981    1413.20275      22.9247      52.2997
   1428.81249      27.0152      38.8585    1413.18749      22.9376      52.4178
   1428.79723      27.1859      38.9812    1413.17223      23.0067      52.7472
   1428.78197      27.3282      39.2040    1413.15697      23.1250      52.8734
   1428.76671      27.4962      39.3732    1413.14171      23.1955      53.3109
   1428.75146      27.6494      39.5835    1413.12646      23.2710      53.4414
   1428.73620      27.8234      39.7139    1413.11120      23.4072      53.6089
   1428.72094      27.9994      39.8122    1413.09594      23.4522      54.1604
   1428.70568      28.2113      40.1709    1413.08068      23.5105      54.1811
   1428.69042      28.3539      40.2374    1413.06542      23.6888      54.5668
   1428.67516      28.4826      40.4249    1413.05016      23.6722      54.8917
   1428.65990      28.6953      40.6314    1413.03490      23.8200      55.3594
   1428.64464      28.8336      40.8515    1413.01964      23.9578      55.3700
   1428.62938      29.0105      41.0959    1413.00438      24.0392      55.6576
   1428.61413      29.2507      41.2493    1412.98913      24.1362      56.1084
   1428.59887      29.4180      41.5204    1412.97387      24.2283      56.3093
   1428.58361      29.5521      41.6048    1412.95861      24.3676      56.5916
   1428.56835      29.7880      41.8628    1412.94335      24.4859      56.9379
   1428.55309      29.8640      42.1234    1412.92809      24.5679      57.4556
   1428.53783      30.0778      42.2780    1412.91283      24.7032      57.6454
   1428.52257      30.2786      42.5890    1412.89757      24.7712      58.2031
   1428.50731      30.4054      42.7611    1412.88231      24.8815      58.3905
   1428.49206      30.6573      43.0136    1412.86706      25.0228      58.6390
   1428.47680      30.7762      43.1448    1412.85180      25.1002      59.0752
   1428.46154      30.9809      43.5703    1412.83654      25.2182      59.4403
   1428.44628      31.1447      43.6878    1412.82128      25.3502      59.7787
   1428.43102      31.3305      43.8647    1412.80602      25.5738      60.1384
   1428.41576      31.5079      44.2020    1412.79076      25.5606      60.4616
