#     FILENAME=Skynet_61090_GLONG_3_145838_96210.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_3_145838_96210
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_3_145838
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_3_145838/Cyb
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_3
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T11:23:17.000
#        OBSID=145838
#      SCANNUM=96210
#          MJD=61090.4745023
#          UTC=40997
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.90
#     EXPOSURE=28.72
#        FOCUS=37.071
#       RA,DEC=17:52:44.09, -26:21:52.19
#      RA(deg)=268.14864
#     DEC(deg)=-26.36439
#   WIDTH(deg)=0.0054x0.0009
#    AZIM(deg)=152.8178
#    ELEV(deg)=19.9201
#     COORDREF=LNG_LAT
#         HREF=3.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.08, 0.45] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=30 
#      BOXTEMP=6 
#         TSYS=XX1:70.22, YY1:92.39
#         TSYS=XX2:60.58, YY2:97.14
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      34.2160      41.9740    1413.29430      29.8610      56.4768
   1428.90404      34.5290      42.1314    1413.27904      29.8985      56.6657
   1428.88878      34.5471      42.2488    1413.26378      30.0275      56.8528
   1428.87353      34.7346      42.4793    1413.24853      30.1155      57.3467
   1428.85827      34.9246      42.6044    1413.23327      30.2041      57.6107
   1428.84301      35.1931      42.7539    1413.21801      30.2632      57.8050
   1428.82775      35.4940      43.1524    1413.20275      30.3579      58.1852
   1428.81249      35.5494      43.2273    1413.18749      30.4156      58.3855
   1428.79723      35.7532      43.2880    1413.17223      30.5644      58.6190
   1428.78197      35.9340      43.6062    1413.15697      30.7034      58.9511
   1428.76671      36.2029      43.7725    1413.14171      30.8741      59.1190
   1428.75146      36.3665      43.9413    1413.12646      30.8908      59.3946
   1428.73620      36.5542      44.1766    1413.11120      30.9889      59.7553
   1428.72094      36.7428      44.3626    1413.09594      31.0886      60.0558
   1428.70568      37.0508      44.5062    1413.08068      31.2387      60.3003
   1428.69042      37.2263      44.7535    1413.06542      31.3147      60.7117
   1428.67516      37.4775      44.8500    1413.05016      31.4918      61.0356
   1428.65990      37.7292      45.2461    1413.03490      31.6670      61.3396
   1428.64464      37.8736      45.4644    1413.01964      31.7588      61.5489
   1428.62938      38.0257      45.5736    1413.00438      31.8135      61.9954
   1428.61413      38.2581      45.9316    1412.98913      32.0054      62.4079
   1428.59887      38.5547      46.0213    1412.97387      32.1011      62.5707
   1428.58361      38.7247      46.2424    1412.95861      32.1724      63.2893
   1428.56835      39.0277      46.4423    1412.94335      32.4201      63.4414
   1428.55309      39.2812      46.4841    1412.92809      32.5330      63.6801
   1428.53783      39.5636      46.9723    1412.91283      32.7690      64.3234
   1428.52257      39.7713      47.2030    1412.89757      32.8860      64.5565
   1428.50731      39.9442      47.4572    1412.88231      32.7556      64.8581
   1428.49206      40.1899      47.5544    1412.86706      33.0871      65.3202
   1428.47680      40.4159      47.8282    1412.85180      33.1876      65.5148
   1428.46154      40.6279      47.9050    1412.83654      33.3202      66.0059
   1428.44628      40.9212      48.3330    1412.82128      33.6528      66.1611
   1428.43102      41.1699      48.6635    1412.80602      33.7844      66.8012
   1428.41576      41.2915      48.7339    1412.79076      33.8208      67.0220
