#     FILENAME=Skynet_61090_GLONG-57_145832_96134.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG-57_145832_96134
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG-57_145832
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG-57_145832/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG-57
#     OBSERVER=davy_ball_74442
#     DATE_OBS=2026-02-19T09:37:46.000
#        OBSID=145832
#      SCANNUM=96134
#          MJD=61090.4012269
#          UTC=34666
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.63
#     EXPOSURE=28.19
#        FOCUS=37.071
#       RA,DEC=19:37:38.22, 21:16:53.70
#      RA(deg)=294.37121
#     DEC(deg)=21.28190
#   WIDTH(deg)=0.0056x0.0012
#    AZIM(deg)=77.7721
#    ELEV(deg)=20.0620
#     COORDREF=LNG_LAT
#         HREF=57.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=4.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.08, 0.41] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=58 
#      BOXTEMP=6 
#         TSYS=XX1:52.83, YY1:82.70
#         TSYS=XX2:45.24, YY2:87.13
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      25.1934      37.5989    1413.29430      21.7372      50.5281
   1428.90404      25.4286      37.8493    1413.27904      21.8664      50.5221
   1428.88878      25.4748      37.8822    1413.26378      21.9501      51.0452
   1428.87353      25.6289      38.0329    1413.24853      21.9412      50.9132
   1428.85827      25.8203      38.2311    1413.23327      22.0543      51.2969
   1428.84301      25.9994      38.4068    1413.21801      22.1187      51.5777
   1428.82775      26.0297      38.6792    1413.20275      22.2136      51.8430
   1428.81249      26.2136      38.6719    1413.18749      22.3566      52.0201
   1428.79723      26.4481      38.8067    1413.17223      22.4386      52.4172
   1428.78197      26.5175      39.0130    1413.15697      22.4189      52.5674
   1428.76671      26.6906      39.2464    1413.14171      22.5074      52.8042
   1428.75146      26.8400      39.3826    1413.12646      22.6516      53.0484
   1428.73620      27.0791      39.6126    1413.11120      22.6703      53.4023
   1428.72094      27.2374      39.6639    1413.09594      22.6944      53.5975
   1428.70568      27.3092      39.9727    1413.08068      22.8537      53.8810
   1428.69042      27.5429      40.2078    1413.06542      22.8909      54.1744
   1428.67516      27.7083      40.3480    1413.05016      23.0651      54.5409
   1428.65990      27.8572      40.5248    1413.03490      23.0852      54.8504
   1428.64464      28.0786      40.6393    1413.01964      23.1893      55.0241
   1428.62938      28.1631      40.9107    1413.00438      23.3729      55.3419
   1428.61413      28.2956      41.1572    1412.98913      23.4719      55.6278
   1428.59887      28.5444      41.3641    1412.97387      23.5137      55.9728
   1428.58361      28.6660      41.6453    1412.95861      23.6165      56.3538
   1428.56835      28.8384      41.7086    1412.94335      23.8066      56.5792
   1428.55309      29.1038      41.9542    1412.92809      23.8666      56.9847
   1428.53783      29.2651      42.2436    1412.91283      23.9375      57.4481
   1428.52257      29.4525      42.4977    1412.89757      24.0333      57.6970
   1428.50731      29.5231      42.7660    1412.88231      24.1553      57.8777
   1428.49206      29.7489      42.8227    1412.86706      24.2458      58.1133
   1428.47680      29.8426      43.1371    1412.85180      24.3899      58.4175
   1428.46154      30.0756      43.2933    1412.83654      24.5327      59.0453
   1428.44628      30.3397      43.5847    1412.82128      24.5980      59.2691
   1428.43102      30.4411      43.8432    1412.80602      24.7574      59.6766
   1428.41576      30.6740      44.0301    1412.79076      24.8956      60.0806
