#     FILENAME=Skynet_61090_GLONG-32_145785_96159.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG-32_145785_96159
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG-32_145785
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG-32_145785/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG-32
#     OBSERVER=davy_ball_74442
#     DATE_OBS=2026-02-19T10:00:18.000
#        OBSID=145785
#      SCANNUM=96159
#          MJD=61090.416875
#          UTC=36018
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=35.70
#     EXPOSURE=29.26
#        FOCUS=37.049
#       RA,DEC=18:49:54.88, -00:49:45.41
#      RA(deg)=282.43414
#     DEC(deg)=-0.82942
#   WIDTH(deg)=0.0105x0.0012
#    AZIM(deg)=107.6428
#    ELEV(deg)=20.0935
#     COORDREF=LNG_LAT
#         HREF=32.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=5.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.42, 0.53] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=44 
#      BOXTEMP=6 
#         TSYS=XX1:66.92, YY1:88.89
#         TSYS=XX2:56.04, YY2:92.45
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      31.6563      39.7552    1413.29430      27.4349      53.8538
   1428.90404      31.7117      39.8500    1413.27904      27.4727      54.0568
   1428.88878      31.9937      40.1027    1413.26378      27.5502      54.4572
   1428.87353      32.2838      40.2812    1413.24853      27.6764      54.4846
   1428.85827      32.3468      40.3285    1413.23327      27.7474      54.5707
   1428.84301      32.4771      40.4564    1413.21801      27.8835      54.8878
   1428.82775      32.6269      40.6640    1413.20275      27.9332      55.1279
   1428.81249      32.9229      40.8350    1413.18749      28.0193      55.2617
   1428.79723      32.9479      40.9502    1413.17223      28.0621      55.6894
   1428.78197      33.2406      41.2490    1413.15697      28.2659      55.9719
   1428.76671      33.3224      41.3954    1413.14171      28.3665      56.1286
   1428.75146      33.6602      41.7149    1413.12646      28.4956      56.5453
   1428.73620      33.7732      41.6299    1413.11120      28.4576      56.6933
   1428.72094      33.9862      42.0008    1413.09594      28.5443      56.9098
   1428.70568      34.2161      42.1844    1413.08068      28.6271      57.2155
   1428.69042      34.4256      42.3764    1413.06542      28.7778      57.6466
   1428.67516      34.6511      42.5490    1413.05016      28.7845      57.9605
   1428.65990      34.7683      42.7143    1413.03490      28.9436      58.1432
   1428.64464      35.0301      42.9926    1413.01964      29.0960      58.5992
   1428.62938      35.1924      43.1422    1413.00438      29.2051      58.7866
   1428.61413      35.4652      43.3413    1412.98913      29.3446      59.1713
   1428.59887      35.5392      43.6447    1412.97387      29.5878      59.4510
   1428.58361      35.8227      43.8234    1412.95861      29.5728      59.7743
   1428.56835      36.0743      44.0463    1412.94335      29.6973      60.0597
   1428.55309      36.1189      44.2056    1412.92809      29.8675      60.4844
   1428.53783      36.3589      44.4563    1412.91283      29.9994      60.7150
   1428.52257      36.8020      44.5722    1412.89757      30.1341      61.1053
   1428.50731      36.9107      44.9610    1412.88231      30.2153      61.4842
   1428.49206      37.0444      45.2024    1412.86706      30.4124      61.8183
   1428.47680      37.2795      45.3395    1412.85180      30.4066      62.1455
   1428.46154      37.5725      45.7279    1412.83654      30.6304      62.6312
   1428.44628      37.8470      46.0008    1412.82128      30.7234      62.9964
   1428.43102      38.0248      46.1109    1412.80602      30.8516      63.4311
   1428.41576      38.3363      46.3064    1412.79076      30.9729      63.6016
