#     FILENAME=Skynet_61090_GLONG_23_145858_96173.A.spect.cal.txt
#     BASENAME=Skynet_61090_GLONG_23_145858_96173
#      CONTROL=SKYNET
#     PROJCODE=Skynet_61090_GLONG_23_145858
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_61090_GLONG_23_145858/Cy
#     SCANNAME=2026_02_12_19
#     SRC_NAME=GLONG_23
#     OBSERVER=delima6_74447
#     DATE_OBS=2026-02-19T10:15:01.000
#        OBSID=145858
#      SCANNUM=96173
#          MJD=61090.4270949
#          UTC=36901
#     SCANTYPE=track
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.2684
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=34.90
#     EXPOSURE=28.72
#        FOCUS=37.071
#       RA,DEC=18:33:20.29, -08:49:48.18
#      RA(deg)=278.29424
#     DEC(deg)=-8.83007
#   WIDTH(deg)=0.0074x0.0012
#    AZIM(deg)=119.5405
#    ELEV(deg)=20.0791
#     COORDREF=LNG_LAT
#         HREF=23.0000
#         VREF=0.0000
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=6.00, 0.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.03, 0.42] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=32 
#      BOXTEMP=6 
#         TSYS=XX1:71.74, YY1:95.72
#         TSYS=XX2:60.92, YY2:100.54
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1428.91930      34.0815      43.0388    1413.29430      30.1273      58.5172
   1428.90404      34.3788      43.2505    1413.27904      30.1933      58.6463
   1428.88878      34.4995      43.4091    1413.26378      30.2925      59.1041
   1428.87353      34.6723      43.3929    1413.24853      30.3215      59.1053
   1428.85827      34.9768      43.6124    1413.23327      30.3570      59.6045
   1428.84301      35.1574      43.9000    1413.21801      30.4902      59.7153
   1428.82775      35.2832      44.1373    1413.20275      30.5422      60.0507
   1428.81249      35.5460      44.2184    1413.18749      30.6041      60.1414
   1428.79723      35.6688      44.4180    1413.17223      30.8467      60.4449
   1428.78197      35.9658      44.5053    1413.15697      30.9205      60.8403
   1428.76671      36.0893      44.8000    1413.14171      30.9877      61.2345
   1428.75146      36.2360      45.0894    1413.12646      31.0359      61.4764
   1428.73620      36.4796      45.1560    1413.11120      31.2411      61.9276
   1428.72094      36.7043      45.3051    1413.09594      31.3285      62.0413
   1428.70568      36.8027      45.6059    1413.08068      31.3684      62.3697
   1428.69042      37.0970      45.9947    1413.06542      31.5115      62.6228
   1428.67516      37.2703      45.9827    1413.05016      31.6972      62.9453
   1428.65990      37.5204      46.3564    1413.03490      31.7956      63.1325
   1428.64464      37.8717      46.4906    1413.01964      31.8425      63.7931
   1428.62938      37.8944      46.5403    1413.00438      31.9679      63.8442
   1428.61413      38.1820      46.8134    1412.98913      32.1372      64.3839
   1428.59887      38.6356      47.0461    1412.97387      32.2670      64.4731
   1428.58361      38.6477      47.4371    1412.95861      32.4417      65.0872
   1428.56835      38.9564      47.5741    1412.94335      32.5892      65.3687
   1428.55309      39.1247      47.9471    1412.92809      32.6863      65.5865
   1428.53783      39.2983      48.0061    1412.91283      32.7922      65.9999
   1428.52257      39.5759      48.3042    1412.89757      32.9257      66.3790
   1428.50731      39.7731      48.4487    1412.88231      33.1732      66.8515
   1428.49206      40.2474      48.8046    1412.86706      33.1949      67.3610
   1428.47680      40.3591      49.0764    1412.85180      33.4330      67.5188
   1428.46154      40.5269      49.1277    1412.83654      33.4640      67.9994
   1428.44628      40.6342      49.5542    1412.82128      33.5957      68.2811
   1428.43102      41.1138      49.7743    1412.80602      33.7962      68.7412
   1428.41576      41.3411      50.0924    1412.79076      33.9946      69.0199
